job_id,job_title,company,domain,location,experience_required,required_skills,job_description
JOB-0237,NLP Engineer,Starlight Media Labs,AI & Machine Learning,"London, UK",Entry Level (0-1 yrs),"Model Optimization, Transformers, Git, Deep Learning, Python, Computer Vision","Join our frontier AI team as an NLP Engineer. You will design, train, and deploy state-of-the-art neural networks using Model Optimization, Transformers, Git, Deep Learning to solve complex computer perception and NLP tasks. Must have strong hands-on proficiency in Model Optimization, Transformers, Git, Deep Learning, Python, Computer Vision. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0238,Threat Intelligence Analyst,ByteCraft Technologies,Cybersecurity & Information Security,"Karachi, PK",Mid Level (2-3 yrs),"Malware Analysis, Network Security, TCP/IP & Firewalls, Security Compliance (ISO/NIST), Vulnerability Assessment, Python Scripting, Cloud Security Auditing, Linux","We are hiring a vigilant Threat Intelligence Analyst to monitor security operations, analyze intrusion alerts using Malware Analysis, Network Security, TCP/IP & Firewalls, Security Compliance (ISO/NIST), and perform vulnerability scans across enterprise systems. Must have strong hands-on proficiency in Malware Analysis, Network Security, TCP/IP & Firewalls, Security Compliance (ISO/NIST), Vulnerability Assessment, Python Scripting, Cloud Security Auditing, Linux. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0239,Threat Intelligence Analyst,InnoWave Solutions,Cybersecurity & Information Security,"London, UK",Associate (1-2 yrs),"Python Scripting, Network Security, Ethical Hacking, Cryptography Basics, SIEM Tools, TCP/IP & Firewalls, Malware Analysis, Linux, Cloud Security Auditing","Join our SecOps team as a Threat Intelligence Analyst. You will safeguard critical digital assets, investigate security breaches, and write automated detection scripts with Python Scripting, Network Security, Ethical Hacking, Cryptography Basics. Must have strong hands-on proficiency in Python Scripting, Network Security, Ethical Hacking, Cryptography Basics, SIEM Tools, TCP/IP & Firewalls, Malware Analysis, Linux, Cloud Security Auditing. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0240,Web Applications Engineer,ByteCraft Technologies,Full Stack & Web Development,"London, UK",Associate (1-2 yrs),"PostgreSQL, React, WebSockets, Git, Express.js, RESTful APIs","Join our agile development team as a Web Applications Engineer. You will write clean modular code using PostgreSQL, React, WebSockets, Git, write automated tests, and deploy scalable web apps. Must have strong hands-on proficiency in PostgreSQL, React, WebSockets, Git, Express.js, RESTful APIs. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0241,Quantitative Analyst,Orbital HealthTech,Data Science & Analytics,"London, UK",Associate (1-2 yrs),"Feature Engineering, SQL, SQL Optimization, Exploratory Data Analysis, A/B Testing, Data Storytelling, Tableau, Hypothesis Testing","We are seeking a Quantitative Analyst with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using Feature Engineering, SQL, SQL Optimization, Exploratory Data Analysis, and build dashboards in Tableau for stakeholders. Must have strong hands-on proficiency in Feature Engineering, SQL, SQL Optimization, Exploratory Data Analysis, A/B Testing, Data Storytelling, Tableau, Hypothesis Testing. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0242,Threat Intelligence Analyst,Alpha Cloud Systems,Cybersecurity & Information Security,"London, UK",Entry Level (0-1 yrs),"Network Security, Vulnerability Assessment, Python Scripting, Splunk, TCP/IP & Firewalls, Metasploit, Linux","We are hiring a vigilant Threat Intelligence Analyst to monitor security operations, analyze intrusion alerts using Network Security, Vulnerability Assessment, Python Scripting, Splunk, and perform vulnerability scans across enterprise systems. Must have strong hands-on proficiency in Network Security, Vulnerability Assessment, Python Scripting, Splunk, TCP/IP & Firewalls, Metasploit, Linux. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0243,Deep Learning Specialist,Krypton Security,AI & Machine Learning,Remote,Entry Level (0-1 yrs),"ONNX, Python, Transformers, HuggingFace, Vector Databases, MLflow, PyTorch, Computer Vision, Scikit-Learn","We are hiring a Deep Learning Specialist to scale our ML infrastructure. Responsibilities include training vision and language models using ONNX, Python, Transformers, HuggingFace and continuous MLOps pipelines. Must have strong hands-on proficiency in ONNX, Python, Transformers, HuggingFace, Vector Databases, MLflow, PyTorch, Computer Vision, Scikit-Learn. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0244,AI Research Intern,Apex FinTech,AI & Machine Learning,Hybrid,Mid Level (2-3 yrs),"REST APIs, Fine-Tuning, MLOps, Transformers, PyTorch, Model Optimization, Scikit-Learn, Docker, Mathematics & Linear Algebra","We are hiring a AI Research Intern to scale our ML infrastructure. Responsibilities include training vision and language models using REST APIs, Fine-Tuning, MLOps, Transformers and continuous MLOps pipelines. Must have strong hands-on proficiency in REST APIs, Fine-Tuning, MLOps, Transformers, PyTorch, Model Optimization, Scikit-Learn, Docker, Mathematics & Linear Algebra. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0245,React / Node.js Developer,InnoWave Solutions,Full Stack & Web Development,"Lahore, PK",Mid Level (2-3 yrs),"Git, Express.js, CSS3, Node.js, CI/CD, React, SQL, Redis","Join our agile development team as a React / Node.js Developer. You will write clean modular code using Git, Express.js, CSS3, Node.js, write automated tests, and deploy scalable web apps. Must have strong hands-on proficiency in Git, Express.js, CSS3, Node.js, CI/CD, React, SQL, Redis. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0246,Full Stack Developer,DataSphere Analytics,Full Stack & Web Development,Hybrid,Entry Level (0-1 yrs),"PostgreSQL, JavaScript, Next.js, React, Express.js, Git, SQL","Join our agile development team as a Full Stack Developer. You will write clean modular code using PostgreSQL, JavaScript, Next.js, React, write automated tests, and deploy scalable web apps. Must have strong hands-on proficiency in PostgreSQL, JavaScript, Next.js, React, Express.js, Git, SQL. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0247,NLP Engineer,InnoWave Solutions,AI & Machine Learning,Remote,Associate (1-2 yrs),"Transformers, PyTorch, Mathematics & Linear Algebra, MLflow, Scikit-Learn, MLOps, Deep Learning, REST APIs, TensorFlow","Seeking an innovative NLP Engineer to build Generative AI and deep learning workflows. Must have experience with Transformers, PyTorch, Mathematics & Linear Algebra, MLflow and deploying models via Triton Inference Server. Must have strong hands-on proficiency in Transformers, PyTorch, Mathematics & Linear Algebra, MLflow, Scikit-Learn, MLOps, Deep Learning, REST APIs, TensorFlow. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0248,Cloud Engineer,Orbital HealthTech,Cloud Computing & DevOps,"Dubai, UAE",Entry Level (0-1 yrs),"Helm, Ansible, Networking Basics, GitHub Actions, Grafana, AWS, CI/CD Pipelines, Docker","Looking for a high-performing Cloud Engineer to automate deployment lifecycles, manage container orchestration using Helm, Ansible, Networking Basics, GitHub Actions, and ensure 99.9% cloud infrastructure uptime. Must have strong hands-on proficiency in Helm, Ansible, Networking Basics, GitHub Actions, Grafana, AWS, CI/CD Pipelines, Docker. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0249,React / Node.js Developer,NexGen AI Labs,Full Stack & Web Development,"Islamabad, PK",Entry Level (0-1 yrs),"Git, SQL, CSS3, Docker, JavaScript, GraphQL, CI/CD, Microservices Architecture","Looking for a React / Node.js Developer skilled in modern web stacks. You will collaborate with product designers, implement state management using Docker, and develop backend microservices with Git, SQL, CSS3, Docker. Must have strong hands-on proficiency in Git, SQL, CSS3, Docker, JavaScript, GraphQL, CI/CD, Microservices Architecture. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0250,iOS Developer (Swift),Synergy Global,Mobile Application Development,"Karachi, PK",Mid Level (2-3 yrs),"REST APIs, Dart, Mobile UI/UX Design, Git, Kotlin, React Native, Swift","Looking for a iOS Developer (Swift) to lead cross-platform app initiatives. You will develop modern interactive UI layouts with REST APIs, Dart, Mobile UI/UX Design, Git and manage local caching with Hive DB. Must have strong hands-on proficiency in REST APIs, Dart, Mobile UI/UX Design, Git, Kotlin, React Native, Swift. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0251,Threat Intelligence Analyst,DevTech Innovations,Cybersecurity & Information Security,Hybrid,Associate (1-2 yrs),"Burp Suite, Security Compliance (ISO/NIST), Python Scripting, Malware Analysis, Network Security, Splunk, SIEM Tools, Linux, Ethical Hacking, TCP/IP & Firewalls","Seeking an energetic Threat Intelligence Analyst to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using Burp Suite, Security Compliance (ISO/NIST), Python Scripting, Malware Analysis and Metasploit. Must have strong hands-on proficiency in Burp Suite, Security Compliance (ISO/NIST), Python Scripting, Malware Analysis, Network Security, Splunk, SIEM Tools, Linux, Ethical Hacking, TCP/IP & Firewalls. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0252,Cloud Engineer,CyberGuard Solutions,Cloud Computing & DevOps,"Dubai, UAE",Entry Level (0-1 yrs),"Networking Basics, Kubernetes, CI/CD Pipelines, Terraform, Infrastructure as Code, Ansible, ArgoCD","As our Cloud Engineer, you will architect scalable cloud environments using Networking Basics, Kubernetes, CI/CD Pipelines, Terraform, maintain observability with GitHub Actions, and enforce infrastructure security. Must have strong hands-on proficiency in Networking Basics, Kubernetes, CI/CD Pipelines, Terraform, Infrastructure as Code, Ansible, ArgoCD. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0253,Data Analyst,Synergy Global,Data Science & Analytics,"Karachi, PK",Mid Level (2-3 yrs),"Tableau, Hypothesis Testing, SQL, Python, Scikit-Learn, Power BI, XGBoost","We are seeking a Data Analyst with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using Tableau, Hypothesis Testing, SQL, Python, and build dashboards in Looker for stakeholders. Must have strong hands-on proficiency in Tableau, Hypothesis Testing, SQL, Python, Scikit-Learn, Power BI, XGBoost. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0254,Threat Intelligence Analyst,Alpha Cloud Systems,Cybersecurity & Information Security,"Lahore, PK",Associate (1-2 yrs),"Vulnerability Assessment, SIEM Tools, Cloud Security Auditing, Wireshark, Splunk, TCP/IP & Firewalls","Seeking an energetic Threat Intelligence Analyst to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using Vulnerability Assessment, SIEM Tools, Cloud Security Auditing, Wireshark and Burp Suite. Must have strong hands-on proficiency in Vulnerability Assessment, SIEM Tools, Cloud Security Auditing, Wireshark, Splunk, TCP/IP & Firewalls. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0255,Data Analyst,Vanguard Systems,Data Science & Analytics,"Islamabad, PK",Associate (1-2 yrs),"Seaborn, Exploratory Data Analysis, BigQuery, Python, Matplotlib, Data Storytelling, Scikit-Learn, Hypothesis Testing","We are seeking a Data Analyst with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using Seaborn, Exploratory Data Analysis, BigQuery, Python, and build dashboards in Looker for stakeholders. Must have strong hands-on proficiency in Seaborn, Exploratory Data Analysis, BigQuery, Python, Matplotlib, Data Storytelling, Scikit-Learn, Hypothesis Testing. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0256,Threat Intelligence Analyst,Quantum Digital,Cybersecurity & Information Security,"Dubai, UAE",Mid Level (2-3 yrs),"OWASP Top 10, Vulnerability Assessment, Metasploit, Malware Analysis, Ethical Hacking, Incident Response, Wireshark, Python Scripting, TCP/IP & Firewalls","Seeking an energetic Threat Intelligence Analyst to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using OWASP Top 10, Vulnerability Assessment, Metasploit, Malware Analysis and Burp Suite. Must have strong hands-on proficiency in OWASP Top 10, Vulnerability Assessment, Metasploit, Malware Analysis, Ethical Hacking, Incident Response, Wireshark, Python Scripting, TCP/IP & Firewalls. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0257,iOS Developer (Swift),Starlight Media Labs,Mobile Application Development,"Islamabad, PK",Entry Level (0-1 yrs),"React Native, Kotlin, REST APIs, State Management (Provider/Bloc/Redux), Mobile Architecture","Looking for a iOS Developer (Swift) to lead cross-platform app initiatives. You will develop modern interactive UI layouts with React Native, Kotlin, REST APIs, State Management (Provider/Bloc/Redux) and manage local caching with Hive DB. Must have strong hands-on proficiency in React Native, Kotlin, REST APIs, State Management (Provider/Bloc/Redux), Mobile Architecture. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0258,AI Research Intern,Alpha Cloud Systems,AI & Machine Learning,Hybrid,Entry Level (0-1 yrs),"Deep Learning, REST APIs, MLflow, Fine-Tuning, Git, Mathematics & Linear Algebra, LangChain","Join our frontier AI team as an AI Research Intern. You will design, train, and deploy state-of-the-art neural networks using Deep Learning, REST APIs, MLflow, Fine-Tuning to solve complex computer perception and NLP tasks. Must have strong hands-on proficiency in Deep Learning, REST APIs, MLflow, Fine-Tuning, Git, Mathematics & Linear Algebra, LangChain. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0259,Cross-Platform Mobile Engineer,CyberGuard Solutions,Mobile Application Development,"London, UK",Entry Level (0-1 yrs),"Firebase, JavaScript, State Management (Provider/Bloc/Redux), Flutter, Git, Native Modules, Kotlin, React Native, App Store / Play Store Deployment, Dart, Swift","Looking for a Cross-Platform Mobile Engineer to lead cross-platform app initiatives. You will develop modern interactive UI layouts with Firebase, JavaScript, State Management (Provider/Bloc/Redux), Flutter and manage local caching with Firebase Cloud Messaging. Must have strong hands-on proficiency in Firebase, JavaScript, State Management (Provider/Bloc/Redux), Flutter, Git, Native Modules, Kotlin, React Native, App Store / Play Store Deployment, Dart, Swift. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0260,Cloud Infrastructure Analyst,InnoWave Solutions,Cloud Computing & DevOps,"Karachi, PK",Entry Level (0-1 yrs),"Azure, AWS, CI/CD Pipelines, Infrastructure as Code, Cloud Security, Kubernetes, Terraform, Networking Basics, Prometheus, Bash Scripting","As our Cloud Infrastructure Analyst, you will architect scalable cloud environments using Azure, AWS, CI/CD Pipelines, Infrastructure as Code, maintain observability with Terraform, and enforce infrastructure security. Must have strong hands-on proficiency in Azure, AWS, CI/CD Pipelines, Infrastructure as Code, Cloud Security, Kubernetes, Terraform, Networking Basics, Prometheus, Bash Scripting. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0261,React / Node.js Developer,NexGen AI Labs,Full Stack & Web Development,"Islamabad, PK",Associate (1-2 yrs),"RESTful APIs, PostgreSQL, TypeScript, GraphQL, WebSockets, MongoDB","Looking for a React / Node.js Developer skilled in modern web stacks. You will collaborate with product designers, implement state management using Docker, and develop backend microservices with RESTful APIs, PostgreSQL, TypeScript, GraphQL. Must have strong hands-on proficiency in RESTful APIs, PostgreSQL, TypeScript, GraphQL, WebSockets, MongoDB. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0262,Junior Data Scientist,ByteCraft Technologies,Data Science & Analytics,"Dubai, UAE",Mid Level (2-3 yrs),"Snowflake, Data Visualization, Data Storytelling, Scikit-Learn, Feature Engineering, Hypothesis Testing, SQL, Spark, BigQuery","We are seeking a Junior Data Scientist with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using Snowflake, Data Visualization, Data Storytelling, Scikit-Learn, and build dashboards in Power BI for stakeholders. Must have strong hands-on proficiency in Snowflake, Data Visualization, Data Storytelling, Scikit-Learn, Feature Engineering, Hypothesis Testing, SQL, Spark, BigQuery. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0263,Software Engineer,Orbital HealthTech,Full Stack & Web Development,"London, UK",Mid Level (2-3 yrs),"Express.js, Redis, CSS3, React, PostgreSQL, Docker, JavaScript","We are seeking a talented Software Engineer to build responsive, robust web applications using Express.js, Redis, CSS3, React. You will design REST APIs and craft smooth user interfaces with modern frameworks. Must have strong hands-on proficiency in Express.js, Redis, CSS3, React, PostgreSQL, Docker, JavaScript. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0264,BI Analyst,ByteCraft Technologies,Data Science & Analytics,"Karachi, PK",Associate (1-2 yrs),"Airflow, Hypothesis Testing, Statistical Modeling, Data Storytelling, NumPy, A/B Testing, SQL Optimization, Git","As a BI Analyst, you will design ML pipelines using Airflow, Hypothesis Testing, Statistical Modeling, Data Storytelling, optimize database queries, and present findings using Power BI to executive leadership. Must have strong hands-on proficiency in Airflow, Hypothesis Testing, Statistical Modeling, Data Storytelling, NumPy, A/B Testing, SQL Optimization, Git. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0265,Junior Data Scientist,NexGen AI Labs,Data Science & Analytics,"Dubai, UAE",Entry Level (0-1 yrs),"Time Series Forecasting, Hypothesis Testing, Seaborn, Statistical Modeling, Feature Engineering, Pandas, Python","We are seeking a Junior Data Scientist with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using Time Series Forecasting, Hypothesis Testing, Seaborn, Statistical Modeling, and build dashboards in Metabase for stakeholders. Must have strong hands-on proficiency in Time Series Forecasting, Hypothesis Testing, Seaborn, Statistical Modeling, Feature Engineering, Pandas, Python. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0266,Threat Intelligence Analyst,Krypton Security,Cybersecurity & Information Security,"Karachi, PK",Mid Level (2-3 yrs),"Malware Analysis, Python Scripting, Incident Response, SIEM Tools, Splunk, Ethical Hacking, TCP/IP & Firewalls, Network Security, Security Compliance (ISO/NIST)","Seeking an energetic Threat Intelligence Analyst to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using Malware Analysis, Python Scripting, Incident Response, SIEM Tools and Metasploit. Must have strong hands-on proficiency in Malware Analysis, Python Scripting, Incident Response, SIEM Tools, Splunk, Ethical Hacking, TCP/IP & Firewalls, Network Security, Security Compliance (ISO/NIST). Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0267,Information Security Specialist,Krypton Security,Cybersecurity & Information Security,"Karachi, PK",Entry Level (0-1 yrs),"Python Scripting, OWASP Top 10, Linux, Vulnerability Assessment, SIEM Tools","We are hiring a vigilant Information Security Specialist to monitor security operations, analyze intrusion alerts using Python Scripting, OWASP Top 10, Linux, Vulnerability Assessment, and perform vulnerability scans across enterprise systems. Must have strong hands-on proficiency in Python Scripting, OWASP Top 10, Linux, Vulnerability Assessment, SIEM Tools. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0268,Threat Intelligence Analyst,Vanguard Systems,Cybersecurity & Information Security,"Lahore, PK",Associate (1-2 yrs),"Network Security, Cloud Security Auditing, SIEM Tools, Cryptography Basics, Vulnerability Assessment, Wireshark, Malware Analysis","Seeking an energetic Threat Intelligence Analyst to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using Network Security, Cloud Security Auditing, SIEM Tools, Cryptography Basics and Wireshark. Must have strong hands-on proficiency in Network Security, Cloud Security Auditing, SIEM Tools, Cryptography Basics, Vulnerability Assessment, Wireshark, Malware Analysis. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0269,Threat Intelligence Analyst,Synergy Global,Cybersecurity & Information Security,"Dubai, UAE",Entry Level (0-1 yrs),"Splunk, Wireshark, Python Scripting, Cryptography Basics, Security Compliance (ISO/NIST), Ethical Hacking, Malware Analysis, Linux","We are hiring a vigilant Threat Intelligence Analyst to monitor security operations, analyze intrusion alerts using Splunk, Wireshark, Python Scripting, Cryptography Basics, and perform vulnerability scans across enterprise systems. Must have strong hands-on proficiency in Splunk, Wireshark, Python Scripting, Cryptography Basics, Security Compliance (ISO/NIST), Ethical Hacking, Malware Analysis, Linux. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0270,Backend Developer,Starlight Media Labs,Full Stack & Web Development,"Lahore, PK",Mid Level (2-3 yrs),"SQL, React, CSS3, RESTful APIs, MongoDB, PostgreSQL, Express.js, Jest","Join our agile development team as a Backend Developer. You will write clean modular code using SQL, React, CSS3, RESTful APIs, write automated tests, and deploy scalable web apps. Must have strong hands-on proficiency in SQL, React, CSS3, RESTful APIs, MongoDB, PostgreSQL, Express.js, Jest. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0271,Deep Learning Specialist,Vanguard Systems,AI & Machine Learning,"London, UK",Associate (1-2 yrs),"NumPy, Python, TensorFlow, Transformers, Computer Vision, Natural Language Processing, CUDA","Seeking an innovative Deep Learning Specialist to build Generative AI and deep learning workflows. Must have experience with NumPy, Python, TensorFlow, Transformers and deploying models via FastAPI. Must have strong hands-on proficiency in NumPy, Python, TensorFlow, Transformers, Computer Vision, Natural Language Processing, CUDA. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0272,Mobile App Developer,DataSphere Analytics,Mobile Application Development,Remote,Associate (1-2 yrs),"Mobile UI/UX Design, React Native, Firebase, Git, State Management (Provider/Bloc/Redux), Swift, Native Modules, Dart, REST APIs","We are seeking a creative Mobile App Developer to build high-performance mobile applications using Mobile UI/UX Design, React Native, Firebase, Git. You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in Mobile UI/UX Design, React Native, Firebase, Git, State Management (Provider/Bloc/Redux), Swift, Native Modules, Dart, REST APIs. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0273,DevSecOps Associate,Orbital HealthTech,Cloud Computing & DevOps,"Islamabad, PK",Mid Level (2-3 yrs),"Networking Basics, AWS, Cloud Security, Git, Jenkins, Docker, Linux, Infrastructure as Code","Looking for a high-performing DevSecOps Associate to automate deployment lifecycles, manage container orchestration using Networking Basics, AWS, Cloud Security, Git, and ensure 99.9% cloud infrastructure uptime. Must have strong hands-on proficiency in Networking Basics, AWS, Cloud Security, Git, Jenkins, Docker, Linux, Infrastructure as Code. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0274,Threat Intelligence Analyst,Krypton Security,Cybersecurity & Information Security,Remote,Associate (1-2 yrs),"Python Scripting, Ethical Hacking, SIEM Tools, Cloud Security Auditing, Wireshark, Malware Analysis, Linux, Vulnerability Assessment","Join our SecOps team as a Threat Intelligence Analyst. You will safeguard critical digital assets, investigate security breaches, and write automated detection scripts with Python Scripting, Ethical Hacking, SIEM Tools, Cloud Security Auditing. Must have strong hands-on proficiency in Python Scripting, Ethical Hacking, SIEM Tools, Cloud Security Auditing, Wireshark, Malware Analysis, Linux, Vulnerability Assessment. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0275,Deep Learning Specialist,CyberGuard Solutions,AI & Machine Learning,"Islamabad, PK",Mid Level (2-3 yrs),"Mathematics & Linear Algebra, MLflow, Vector Databases, Natural Language Processing, REST APIs, Deep Learning, TensorFlow, Python","We are hiring a Deep Learning Specialist to scale our ML infrastructure. Responsibilities include training vision and language models using Mathematics & Linear Algebra, MLflow, Vector Databases, Natural Language Processing and continuous MLOps pipelines. Must have strong hands-on proficiency in Mathematics & Linear Algebra, MLflow, Vector Databases, Natural Language Processing, REST APIs, Deep Learning, TensorFlow, Python. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0276,BI Analyst,DevTech Innovations,Data Science & Analytics,"Lahore, PK",Entry Level (0-1 yrs),"Seaborn, Matplotlib, Feature Engineering, Time Series Forecasting, Power BI, XGBoost, Data Visualization, Statistical Modeling, Hypothesis Testing","We are seeking a BI Analyst with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using Seaborn, Matplotlib, Feature Engineering, Time Series Forecasting, and build dashboards in Looker for stakeholders. Must have strong hands-on proficiency in Seaborn, Matplotlib, Feature Engineering, Time Series Forecasting, Power BI, XGBoost, Data Visualization, Statistical Modeling, Hypothesis Testing. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0277,Web Applications Engineer,Vanguard Systems,Full Stack & Web Development,"London, UK",Mid Level (2-3 yrs),"Redux, TypeScript, HTML5, CI/CD, MongoDB, Express.js, React, Redis, Jest, PostgreSQL, Node.js","Join our agile development team as a Web Applications Engineer. You will write clean modular code using Redux, TypeScript, HTML5, CI/CD, write automated tests, and deploy scalable web apps. Must have strong hands-on proficiency in Redux, TypeScript, HTML5, CI/CD, MongoDB, Express.js, React, Redis, Jest, PostgreSQL, Node.js. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0278,Cybersecurity Analyst,Pulse Software Studio,Cybersecurity & Information Security,"London, UK",Mid Level (2-3 yrs),"OWASP Top 10, Python Scripting, Cryptography Basics, Incident Response, Cloud Security Auditing, Linux, Ethical Hacking","Seeking an energetic Cybersecurity Analyst to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using OWASP Top 10, Python Scripting, Cryptography Basics, Incident Response and Metasploit. Must have strong hands-on proficiency in OWASP Top 10, Python Scripting, Cryptography Basics, Incident Response, Cloud Security Auditing, Linux, Ethical Hacking. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0279,Data Analyst,Synergy Global,Data Science & Analytics,"Karachi, PK",Mid Level (2-3 yrs),"Time Series Forecasting, Statistical Modeling, NumPy, Data Visualization, Data Storytelling, Exploratory Data Analysis, SQL, Matplotlib, Snowflake, Pandas, SQL Optimization","As a Data Analyst, you will design ML pipelines using Time Series Forecasting, Statistical Modeling, NumPy, Data Visualization, optimize database queries, and present findings using Tableau to executive leadership. Must have strong hands-on proficiency in Time Series Forecasting, Statistical Modeling, NumPy, Data Visualization, Data Storytelling, Exploratory Data Analysis, SQL, Matplotlib, Snowflake, Pandas, SQL Optimization. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
